ID_Pelanggan,Lama_Berlangganan,Perangkat_Login,Tingkat_Kota,Jarak_Gudang_ke_Rumah,Metode_Pembayaran,Jenis_Kelamin,Jam_di_Aplikasi,Skor_Kepuasan,Status_Perkawinan,Komplain,Hari_Sejak_Pesanan_Terakhir,Jumlah_Cashback,Churn
51039,10.0,Komputer,3,83.65713994024125,Debit Card,Pria,2,1,Menikah,0,23.7118204863849,208.5562735065281,1
51040,10.0,Komputer,3,26.87621204431582,UPI,Pria,2,4,Single,0,7.259022820204882,392.5006629746809,0
51041,10.0,HP,3,64.9018650105781,Debit Card,Wanita,1,2,Cerai,0,11.357903796959777,370.0597677795898,0
51042,20.0,Smartphone,2,58.94187060486368,COD,Wanita,4,3,Cerai,0,17.35617405823945,197.22297624188317,0
51043,10.0,Komputer,2,13.169303461384242,Credit Card,Pria,1,1,Cerai,1,20.797832814274013,338.27509398722486,0
51044,20.0,Smartphone,3,99.10539903265985,COD,Wanita,2,5,Single,0,10.533927193640167,417.5030612431015,1
51045,30.0,HP,3,43.6034760739268,Credit Card,Pria,4,1,Single,0,22.310813458179105,113.3522813338459,0
51046,20.0,Smartphone,1,71.07695271846615,COD,Pria,3,1,Menikah,0,2.949680208109881,387.0513587477659,1
51047,5.0,Komputer,1,64.20018701731045,COD,Wanita,1,2,Menikah,0,17.717117970252385,200.83882604559025,0
51048,10.0,Komputer,1,64.02495802560085,Credit Card,Wanita,4,2,Menikah,1,8.70497455534151,479.14051541365296,1
51049,30.0,Smartphone,3,17.330575333976057,UPI,Pria,4,5,Menikah,0,2.533387103314924,315.2880885444433,0
51050,10.0,HP,3,53.70043106367327,COD,Pria,4,5,Single,0,9.666613920050096,113.35447305251245,1
51051,30.0,Smartphone,3,57.02217730875557,Debit Card,Wanita,1,5,Single,0,22.0053906121392,261.3722475130221,1
51052,10.0,HP,1,89.36892664191157,COD,Pria,3,4,Menikah,0,24.513346782216,486.5247432877943,0
51053,30.0,Smartphone,2,101.60216567088032,Debit Card,Wanita,4,4,Single,0,9.819996427512065,392.1491972976854,0
51054,20.0,Komputer,3,67.67296198150207,Credit Card,Wanita,1,2,Single,0,22.160409695159377,220.19160147458487,0
51055,30.0,HP,2,14.980039717473906,COD,Wanita,2,2,Single,1,12.741360406046956,330.1069177255465,0
51056,10.0,HP,2,32.237689118602816,Credit Card,Wanita,1,5,Single,0,17.92537594159854,339.6405422478385,1
51057,20.0,HP,2,23.967413088064077,Credit Card,Wanita,1,4,Menikah,0,1.1342855568455796,109.33926431328408,0
51058,10.0,Komputer,1,19.330732266749344,UPI,Pria,1,3,Menikah,0,13.932799299600584,171.53334449968878,1
51059,10.0,Smartphone,2,47.07841934104787,COD,Wanita,4,4,Single,0,1.7540484052747607,320.7107753248912,0
51060,20.0,Komputer,3,31.380252747753936,Debit Card,Wanita,1,2,Cerai,0,6.715448927344983,261.10102339627565,0
51061,30.0,HP,1,30.104857858323918,Debit Card,Wanita,2,4,Menikah,0,14.170358146716966,176.0151258080643,0
51062,30.0,Smartphone,3,11.28971507627078,COD,Wanita,4,2,Menikah,0,20.17909416054201,409.06749394566793,0
51063,20.0,Komputer,3,7.032055151474896,UPI,Wanita,2,5,Cerai,1,14.022341095097763,295.59795227150505,0
51064,10.0,HP,1,16.818347904724906,UPI,Wanita,5,5,Menikah,0,23.404788527880253,223.9892569467397,1
51065,10.0,HP,3,24.8027101337178,UPI,Wanita,1,5,Cerai,1,20.25831268939589,164.6709385662984,1
51066,20.0,Komputer,3,54.56312881754336,Debit Card,Pria,4,3,Cerai,0,3.906003652627565,344.4653451166523,0
51067,5.0,Komputer,1,63.709830049367135,Credit Card,Pria,4,3,Single,0,9.723962140698433,366.5045210645483,0
51068,5.0,Komputer,3,21.16807058993704,UPI,Pria,1,2,Menikah,0,16.71213568266947,367.8388866308381,0
51069,10.0,HP,2,53.85008427528143,Debit Card,Pria,3,1,Cerai,0,23.46015079023225,188.1149441154811,0
51070,5.0,Komputer,3,44.30111686748164,Debit Card,Wanita,3,3,Single,0,24.69289671861677,338.13536288894085,0
51071,5.0,HP,2,26.093719002264944,Credit Card,Pria,2,2,Menikah,0,19.079660949070178,462.16258594337097,0
51072,5.0,Komputer,3,5.786686037061808,COD,Wanita,1,4,Single,0,14.344232639484098,241.275040305195,1
51073,10.0,HP,1,58.707054650000295,COD,Pria,1,5,Single,1,18.9152422434498,184.30677305673763,0
51074,10.0,HP,1,83.84995116549793,UPI,Pria,5,5,Cerai,0,6.830910486598693,408.8598064083048,0
51075,30.0,Smartphone,3,31.021893426537808,UPI,Wanita,3,5,Menikah,0,7.090075681490818,170.75317606378056,1
51076,10.0,Komputer,1,20.157785438118125,Credit Card,Wanita,3,2,Single,1,16.35873365405808,201.4994881579568,0
51077,10.0,Komputer,3,107.0099156114006,UPI,Pria,1,5,Cerai,0,21.79588940999776,140.257757724785,1
51078,20.0,HP,1,36.627848836096746,Credit Card,Pria,2,3,Cerai,0,24.245237229408843,207.1497264298677,0
51079,5.0,HP,2,30.71545127615645,Debit Card,Pria,1,4,Single,0,8.533365020780456,264.1340264859914,0
51080,30.0,HP,3,103.56614805514032,UPI,Pria,2,5,Single,0,19.91384057753301,125.66314477719644,0
51081,20.0,Smartphone,2,98.96731640417757,Debit Card,Wanita,3,2,Cerai,0,21.288270132187343,448.6835643589202,0
51082,10.0,Smartphone,2,56.55984411033287,Credit Card,Pria,5,4,Single,0,15.579331075784818,305.46991688667424,0
51083,10.0,HP,3,61.26246906419407,Credit Card,Pria,4,5,Single,1,8.689797055744073,335.2414527554122,0
51084,30.0,Komputer,2,30.041101055912527,Credit Card,Pria,3,1,Menikah,0,15.477214131845027,248.51430257338177,0
51085,30.0,Komputer,3,14.004692105149111,UPI,Pria,2,5,Cerai,0,14.611222607787818,367.9340918215647,0
51086,10.0,Smartphone,2,70.94465991590103,Debit Card,Pria,1,3,Single,0,15.163137644912272,272.7126943404123,0
51087,20.0,Smartphone,3,16.30966598287451,UPI,Wanita,3,4,Cerai,0,15.481505344693035,404.525509815698,1
51088,5.0,HP,3,56.66657290001473,Credit Card,Wanita,5,3,Menikah,1,21.176454771792372,428.5608574061629,1
51089,30.0,Komputer,1,113.15717782899624,UPI,Wanita,2,1,Cerai,0,4.252037831683259,368.7396447546091,0
51090,5.0,HP,3,114.5759547546172,COD,Wanita,1,1,Cerai,0,9.182348690379202,296.5342476696922,1
51091,30.0,Smartphone,3,32.52321295294624,Credit Card,Wanita,4,3,Cerai,0,14.650043183767783,412.9077402408911,0
51092,20.0,Komputer,2,76.77304330525025,UPI,Pria,2,4,Menikah,0,7.083193465290661,297.7141245619396,0
51093,20.0,Komputer,3,59.51877037240363,Debit Card,Wanita,1,1,Menikah,0,24.45382805210098,144.6039617478275,0
51094,10.0,Smartphone,1,105.70378967240218,UPI,Wanita,4,1,Cerai,0,6.57875649005823,146.5360892976425,1
51095,5.0,HP,2,36.21454939174612,Debit Card,Pria,1,5,Cerai,0,11.740722016059127,479.4332558532005,1
51096,5.0,HP,2,5.425776785727938,COD,Wanita,4,2,Menikah,0,21.934126142826702,185.4252033831505,0
51097,5.0,Komputer,1,23.694538682112736,UPI,Wanita,4,1,Single,0,2.001591566505656,426.36999640879054,0
51098,5.0,Smartphone,2,45.195122134480776,COD,Wanita,4,4,Menikah,0,20.517200052356294,198.6821629100114,0
51099,20.0,Komputer,2,41.30792992360619,Credit Card,Wanita,1,4,Cerai,0,14.27520922436675,272.31203754272656,0
51100,10.0,Smartphone,2,96.00673569913188,Debit Card,Pria,4,5,Single,1,0.7950510204917605,361.9792448392576,0
51101,10.0,HP,2,83.26447660596635,Credit Card,Pria,2,4,Single,0,22.57282229916923,163.54686915836166,0
51102,30.0,Smartphone,1,39.44897675571318,Debit Card,Wanita,5,5,Single,1,0.979920886393576,394.89859534555103,0
51103,30.0,HP,1,57.64053897411454,COD,Pria,5,1,Menikah,0,12.88044490678232,375.9651890226153,0
51104,30.0,Smartphone,2,15.98929695520855,Credit Card,Wanita,4,1,Menikah,0,1.225781159142028,317.2331556423132,1
51105,30.0,Komputer,2,108.2868411543116,UPI,Pria,5,1,Menikah,0,1.7800024618624537,326.355902416973,0
51106,5.0,HP,1,112.57385481158144,COD,Pria,5,1,Menikah,0,22.180107856447297,142.30871740863614,0
51107,10.0,Komputer,1,117.67740656880788,Debit Card,Pria,4,2,Cerai,0,19.14563867406109,274.3796601740489,0
51108,20.0,Komputer,1,104.88357554037134,Debit Card,Pria,4,2,Single,0,4.923529331122286,134.62855814304984,1
51109,20.0,HP,2,25.00550208506593,Debit Card,Pria,2,1,Cerai,0,15.511699330356349,223.14531641340423,0
51110,5.0,HP,2,10.312595568187316,Debit Card,Pria,3,4,Menikah,0,19.86698921078039,460.1248564362534,0
51111,30.0,Komputer,3,71.65362365245751,UPI,Pria,1,5,Menikah,0,22.23976603417162,329.8133602219168,0
51112,5.0,Komputer,1,109.9495780915577,Credit Card,Pria,4,3,Cerai,0,11.70767317097866,397.0813752610727,0
51113,5.0,Komputer,2,25.39540659087043,Credit Card,Pria,4,5,Single,0,22.437496935030104,329.55434695035694,0
51114,10.0,Komputer,1,5.809935181776314,UPI,Pria,5,3,Single,0,12.69625181793904,177.69470320265964,0
51115,10.0,HP,2,97.6320452937081,Debit Card,Pria,2,3,Menikah,0,17.205701054442276,337.92332631195654,0
51116,10.0,HP,1,13.83150369297441,UPI,Wanita,5,1,Menikah,0,24.47573398562848,402.15523092221,0
51117,10.0,Komputer,2,52.5761936696535,COD,Pria,4,3,Menikah,0,5.898794729863169,155.362001146811,0
51118,30.0,Smartphone,3,83.07204377671027,Debit Card,Wanita,4,1,Menikah,0,4.213031902061953,426.76268403783394,0
51119,5.0,Smartphone,3,32.23172232746072,Credit Card,Pria,5,2,Single,0,8.550470624446755,322.15687159131835,1
51120,5.0,HP,1,14.65569479637357,Debit Card,Wanita,4,4,Cerai,0,4.109975568007735,101.71008086751252,1
51121,30.0,Komputer,2,93.5524412724203,Credit Card,Wanita,3,3,Single,1,7.104070142621854,307.9113945351908,0
51122,30.0,Komputer,2,77.47013476200976,Credit Card,Wanita,1,4,Cerai,0,18.5746330842651,258.26859685473187,0
51123,30.0,HP,1,118.67640571598255,Credit Card,Pria,1,1,Menikah,1,11.93810089803218,218.57860451599504,1
51124,30.0,Smartphone,2,44.59542383179532,Credit Card,Pria,1,3,Menikah,0,9.376032362372548,408.50288796715006,1
51125,20.0,Smartphone,1,12.102674423372966,UPI,Pria,3,5,Cerai,1,9.218100131894827,459.7999534635404,1
51126,10.0,Smartphone,2,89.45025406355902,UPI,Pria,4,2,Menikah,1,4.86324937250133,405.0612357380441,0
51127,10.0,HP,1,64.99934316812325,Credit Card,Wanita,5,2,Single,0,11.18528635717488,438.70903263634926,0
51128,10.0,Smartphone,2,29.51845210975053,Debit Card,Pria,2,3,Menikah,0,15.615888967204404,463.51237728446927,1
51129,10.0,HP,1,94.89883373554731,COD,Pria,4,2,Menikah,0,3.478870862955594,465.0517245505911,1
51130,5.0,HP,2,28.43188087274353,COD,Pria,3,5,Menikah,0,24.320321536755365,145.855257198703,0
51131,20.0,Komputer,3,34.97609030578771,Debit Card,Pria,3,4,Menikah,1,11.08202941066834,282.5541955548646,1
51132,10.0,Smartphone,2,15.640783752172702,Debit Card,Pria,1,5,Single,1,23.699022918784863,100.11458975716413,1
51133,10.0,HP,1,50.93471208854826,Credit Card,Pria,4,2,Cerai,0,3.3664731656046305,302.58503388146903,0
51134,5.0,Smartphone,3,53.17686075280318,COD,Pria,1,4,Menikah,1,19.180398829317006,469.69757373751634,0
51135,20.0,Smartphone,2,64.17460589005432,Credit Card,Pria,2,5,Menikah,1,15.440951263588625,179.64091615926935,0
51136,10.0,Komputer,3,86.5308907192344,UPI,Wanita,1,1,Single,0,20.50160298858427,355.91465150663186,0
51137,30.0,Smartphone,2,109.20160679824896,Credit Card,Wanita,2,1,Single,0,15.01694807388013,357.7516185671575,1
51138,10.0,Komputer,3,20.839421372097995,COD,Pria,3,4,Single,0,24.070915831070156,164.14159387510918,0
51139,10.0,HP,1,11.250031310095562,Debit Card,Pria,1,4,Menikah,0,15.67329577324644,195.41097572698413,1
51140,10.0,Smartphone,2,7.131091863348328,COD,Pria,1,4,Cerai,0,19.615103133611704,284.80871358409644,1
51141,30.0,HP,2,21.51645847791387,Credit Card,Pria,5,1,Single,0,21.939544313334185,175.28375058173816,0
51142,10.0,Smartphone,1,80.66419086488698,Credit Card,Wanita,3,5,Single,0,17.8645867802615,333.9975914098036,0
51143,20.0,HP,3,88.65986396959711,Debit Card,Wanita,5,4,Single,0,13.105916414079008,293.8166924089076,0
51144,10.0,Smartphone,1,95.44815705573404,Credit Card,Pria,2,1,Cerai,1,6.820426969085508,307.67927140494925,0
51145,5.0,Smartphone,1,33.02644436899941,UPI,Wanita,2,4,Menikah,0,21.362315334891733,153.78702112822208,0
51146,30.0,Smartphone,3,40.17790352507479,Credit Card,Wanita,3,4,Menikah,0,12.01445631721696,306.9007301754574,0
51147,20.0,Smartphone,1,60.56048424003244,Credit Card,Pria,2,4,Menikah,1,15.517705658376476,119.79127642165572,0
51148,20.0,Smartphone,2,12.266056138926048,Credit Card,Pria,3,1,Single,0,1.980663447022996,452.6141192046727,0
51149,30.0,Smartphone,2,75.28127516929331,Debit Card,Pria,2,5,Menikah,0,12.433783078171246,237.29987632223697,0
51150,30.0,Smartphone,2,118.12952887271214,UPI,Wanita,4,1,Single,0,17.453941100496127,442.53492993428296,0
51151,20.0,Smartphone,1,46.4927258084703,Credit Card,Wanita,1,1,Cerai,0,14.60179774834425,380.6625474979375,1
51152,30.0,Smartphone,2,91.57745963550916,Credit Card,Pria,4,4,Cerai,1,11.213871401142624,406.4690357188724,0
51153,20.0,HP,2,62.50390029050492,Credit Card,Pria,3,3,Menikah,0,5.58568291874173,225.8177978155691,1
51154,20.0,Komputer,2,19.69836210144401,COD,Wanita,3,3,Single,0,7.741755002253988,191.09757593362207,1
51155,20.0,Smartphone,2,71.95730661229743,Credit Card,Wanita,4,3,Single,0,17.515608954057527,262.69622153644593,1
51156,20.0,Komputer,2,39.48554087106747,Credit Card,Pria,1,1,Menikah,1,5.604767470984973,109.69034496511972,0
51157,5.0,Smartphone,2,8.956368972147697,Credit Card,Wanita,1,4,Cerai,0,15.543165382722046,467.50227074733976,1
51158,30.0,Smartphone,1,78.01691896354053,Debit Card,Pria,5,3,Cerai,1,14.74344031390508,254.80570638644983,0
51159,30.0,HP,2,103.77722017234368,Credit Card,Pria,2,2,Cerai,0,24.260436984671596,495.422641937426,0
51160,10.0,HP,2,44.64852319348553,COD,Wanita,5,2,Cerai,1,1.5195460621167474,404.5797683229652,1
51161,30.0,Komputer,3,49.8839879294686,Debit Card,Wanita,1,2,Cerai,0,2.703065182401537,132.2060039197242,0
51162,5.0,HP,1,107.46749354122932,Debit Card,Wanita,4,5,Menikah,0,12.652086641143926,364.0753111370304,1
51163,10.0,HP,1,98.56501353724592,Debit Card,Pria,2,4,Menikah,0,13.177745633840864,208.33566593518205,0
51164,20.0,Komputer,1,87.21957470845437,Credit Card,Pria,4,1,Menikah,1,0.998191470129281,197.4874582325521,0
51165,5.0,HP,1,33.61166233161201,Debit Card,Pria,5,1,Cerai,0,20.6463855214863,202.62506796128517,0
51166,30.0,Smartphone,2,109.67491532116412,Credit Card,Pria,3,4,Cerai,1,12.368087452572391,466.4300194771268,1
51167,30.0,Komputer,2,22.757812117009493,Debit Card,Pria,4,5,Menikah,0,8.66609366601322,299.99207042854994,0
51168,10.0,Komputer,3,77.07860973298051,COD,Pria,5,4,Menikah,0,7.971344265371896,367.7883595246423,1
51169,10.0,Smartphone,3,8.31213576284965,UPI,Wanita,5,5,Cerai,0,21.53517953885453,212.3791303198803,0
51170,5.0,HP,1,79.02777772736877,COD,Pria,5,3,Single,0,4.918321660704509,309.1817820740473,0
51171,20.0,Komputer,3,36.87160046543638,Credit Card,Pria,3,3,Menikah,0,4.010442635815231,240.04005528447595,0
51172,30.0,Komputer,3,56.7128523761278,Debit Card,Pria,3,5,Cerai,0,5.329463230582079,228.4556161585603,0
51173,20.0,Smartphone,1,44.7054234865611,Debit Card,Pria,3,4,Cerai,0,15.62556369129909,198.7875391880849,0
51174,5.0,Smartphone,1,24.86702696831414,Credit Card,Wanita,2,3,Menikah,1,20.273271390710228,263.6027593973602,0
51175,20.0,HP,3,76.52779086079552,Debit Card,Pria,3,4,Single,0,8.274467344704489,364.0120442520092,0
51176,10.0,Komputer,2,106.42718884116984,COD,Wanita,3,3,Cerai,0,4.336549952870322,188.8175104268436,1
51177,20.0,HP,3,115.2946878624764,Credit Card,Wanita,3,4,Menikah,1,5.229854190715513,486.1775947509401,0
51178,5.0,HP,3,27.119831762700237,UPI,Pria,4,4,Cerai,0,15.479594462946276,149.84467058546667,0
51179,20.0,Smartphone,2,87.49786901724194,Debit Card,Pria,3,2,Cerai,0,6.150880655355747,292.08288308857453,0
51180,10.0,Komputer,2,81.39902715965346,UPI,Wanita,2,5,Cerai,0,21.93200578378417,134.01128654213977,0
51181,30.0,Komputer,1,44.48844580107584,Debit Card,Wanita,5,1,Cerai,0,2.597283860357849,109.066128427604,0
51182,10.0,Komputer,1,7.196407925678471,Credit Card,Pria,4,5,Single,0,0.809213350138005,469.0709278793454,0
51183,20.0,Smartphone,3,84.3259934409796,COD,Wanita,1,4,Menikah,0,2.209456149022598,424.1539175802536,0
51184,30.0,Smartphone,2,113.73190896434252,Credit Card,Pria,3,4,Menikah,1,21.14107800965801,377.6621492502233,0
51185,5.0,Smartphone,1,77.69381402029991,UPI,Pria,5,5,Menikah,0,16.280737991641526,446.07632525997786,0
51186,30.0,Smartphone,3,55.05866328157792,Debit Card,Wanita,5,4,Menikah,0,23.943615827931257,421.1393691878914,0
51187,20.0,Smartphone,2,65.39269782283726,UPI,Pria,4,3,Menikah,0,8.40741353174394,358.89508839455686,0
51188,10.0,Komputer,3,27.95731288089052,COD,Pria,1,4,Single,0,5.3169532002424855,438.93693030734767,1
51189,10.0,HP,1,91.31257883167982,Credit Card,Pria,2,5,Cerai,0,14.04938098284373,256.3202213840421,0
51190,20.0,Komputer,1,90.83828045113265,UPI,Wanita,5,5,Cerai,1,13.445706978168715,321.1007332940504,1
51191,10.0,HP,2,21.734489544553867,UPI,Wanita,5,5,Menikah,0,14.775599704883044,410.5242611914583,1
51192,10.0,Smartphone,3,105.9675139874608,COD,Wanita,5,2,Cerai,1,8.68834656650872,133.91920649853864,0
51193,10.0,HP,2,35.956820039430106,Debit Card,Pria,5,2,Cerai,0,0.1474235009196689,443.4581868649936,1
51194,20.0,Komputer,1,117.95944700771072,UPI,Wanita,4,2,Cerai,0,0.8757913235154208,162.73218227864203,0
51195,10.0,Komputer,1,49.03384661428327,COD,Wanita,1,2,Menikah,0,16.595661535562822,445.8165011590157,1
51196,30.0,HP,3,25.45666675446746,Debit Card,Wanita,5,2,Menikah,0,13.081451203887037,224.5331486531708,0
51197,30.0,Smartphone,3,45.447812804750015,Debit Card,Pria,2,2,Single,0,20.52528149128184,230.7131383876874,0
51198,30.0,Smartphone,3,55.62073780017721,Credit Card,Pria,2,2,Menikah,1,7.510246469669923,129.5794759478805,0
51199,20.0,Komputer,2,12.970393899403906,COD,Wanita,3,5,Single,0,20.386805930779374,454.3598495582998,1
51200,5.0,HP,3,71.49511384067829,Debit Card,Wanita,5,1,Menikah,0,10.63728533628858,169.80416095634783,0
51201,20.0,Smartphone,3,73.72773058492353,Credit Card,Wanita,5,2,Cerai,1,2.417459638658431,352.0199608148061,1
51202,10.0,Smartphone,1,89.9770023651893,Credit Card,Pria,5,5,Single,0,24.44778906476736,357.5870397014089,1
51203,10.0,Komputer,1,8.354537613435479,COD,Wanita,5,1,Single,0,12.798398228637996,212.4606013658584,0
51204,10.0,Smartphone,3,67.24239465989046,Credit Card,Pria,5,2,Single,0,15.736962849058658,494.26438298272177,0
51205,10.0,HP,3,11.084354826126404,Debit Card,Pria,2,1,Menikah,0,16.769929662239196,125.66648724443397,0
51206,20.0,Komputer,1,85.63158529616514,COD,Pria,1,1,Single,1,9.060306305672016,343.1488043966073,0
51207,20.0,Komputer,3,11.408718355613214,Credit Card,Wanita,1,3,Menikah,0,18.688207996553437,291.8175709828756,1
51208,10.0,HP,2,109.84870255928776,Debit Card,Wanita,3,4,Single,1,21.75666163377543,198.19364285890987,1
51209,5.0,Komputer,2,85.7394951917171,COD,Pria,2,3,Menikah,0,9.67967441034647,165.42068452917857,1
51210,30.0,Smartphone,2,63.349822984793065,COD,Pria,5,1,Single,0,16.425022165788704,394.83374326359456,1
51211,10.0,Smartphone,3,55.77295117733512,Credit Card,Pria,1,5,Cerai,0,18.92809559943024,466.5259497924746,0
51212,10.0,HP,1,20.02735249752517,Debit Card,Pria,4,2,Cerai,1,4.753147442227032,143.01850478188896,0
51213,5.0,Smartphone,3,38.46492979993626,Credit Card,Wanita,4,4,Single,0,8.314902109899187,177.5920848424022,1
51214,20.0,HP,3,104.93029707740308,Credit Card,Wanita,4,2,Menikah,0,2.7198961595238718,494.50789891822615,1
51215,20.0,HP,1,109.0120733296868,Debit Card,Pria,5,5,Menikah,0,15.055211606205084,106.00906969514983,0
51216,5.0,Smartphone,1,5.085986462611072,Debit Card,Pria,5,4,Menikah,0,20.023442395521403,303.3007878611693,0
51217,10.0,HP,1,73.3256850199184,UPI,Pria,3,3,Cerai,0,15.27096641462334,306.4451400327257,1
51218,20.0,Smartphone,2,87.71957003788806,Credit Card,Wanita,3,1,Cerai,0,4.4945957744261,205.26461005830956,0
51219,20.0,Komputer,3,76.15590298262472,Debit Card,Pria,3,5,Cerai,1,13.659212275653434,365.21155217746434,0
51220,5.0,Komputer,1,14.393172959630707,Debit Card,Wanita,4,1,Menikah,0,20.87335371316024,477.9763625708055,0
51221,30.0,HP,3,30.03836336187376,UPI,Pria,5,1,Menikah,0,7.568119901955478,280.08557238263086,1
51222,5.0,Smartphone,2,33.78913074885939,UPI,Wanita,4,2,Menikah,0,20.81628755631601,399.7678021604762,1
51223,10.0,Smartphone,2,100.64833260008533,COD,Wanita,3,5,Single,0,19.6155820942497,358.4281037085833,1
51224,30.0,Komputer,1,58.26793517552586,Credit Card,Pria,5,1,Single,1,0.5435201959168717,289.17674541668595,0
51225,10.0,Komputer,1,60.98524437324223,Credit Card,Wanita,2,3,Single,0,5.986370352137548,119.92491992128188,0
51226,20.0,Smartphone,3,112.51270035376848,COD,Wanita,1,4,Cerai,0,13.573560144943144,396.6999219829101,0
51227,10.0,HP,1,78.26487721829228,Debit Card,Wanita,1,5,Cerai,0,17.94043425048148,245.3005788485852,1
51228,5.0,Komputer,3,108.34678567855634,UPI,Wanita,3,2,Menikah,1,22.01326314132073,189.7978753609684,0
51229,30.0,HP,1,57.49851836427629,Credit Card,Pria,4,5,Single,1,16.026057956697358,479.30745991526817,0
51230,10.0,HP,3,22.185169729603835,COD,Pria,2,2,Menikah,0,9.508604281238478,409.4011078188648,1
51231,30.0,Komputer,3,111.94259331851984,Credit Card,Pria,5,4,Single,0,4.615680168432884,484.9074726707746,0
51232,5.0,HP,3,57.7510883017669,UPI,Pria,4,3,Single,0,19.000896386560783,202.48677286623604,1
51233,5.0,HP,3,25.88761351606452,COD,Pria,3,1,Menikah,0,5.169538983103003,434.3173310311549,0
51234,10.0,Smartphone,2,39.775510134951055,COD,Wanita,4,5,Menikah,0,17.385763036706244,343.0885617047877,0
51235,20.0,HP,3,10.842297814228358,Credit Card,Wanita,3,2,Single,0,4.530290434280185,492.60147572128784,0
51236,10.0,Smartphone,1,58.85456801748429,UPI,Wanita,1,4,Single,0,2.276346257736611,478.5267782454629,1
51237,30.0,Komputer,2,103.1097397696772,Debit Card,Wanita,1,1,Cerai,0,6.2775055926633625,489.1872179770809,1
51238,10.0,Komputer,2,112.36175244076928,COD,Pria,4,4,Menikah,0,7.1232451381278565,480.7070473359768,0
51239,30.0,Smartphone,3,112.24925386291903,Debit Card,Pria,2,3,Menikah,0,16.180228362372752,103.0643467561756,0
51240,5.0,Komputer,2,19.40145294730588,UPI,Wanita,5,1,Menikah,0,4.022084193551473,396.43416406027575,1
51241,30.0,HP,3,48.93619648877155,COD,Pria,3,1,Menikah,0,23.25767282467221,208.7738244838567,0
51242,20.0,HP,1,8.246307359831233,COD,Wanita,5,1,Single,0,13.859042158556836,382.0108382210112,0
51243,20.0,HP,3,103.34401467171936,Debit Card,Wanita,1,2,Cerai,0,12.273293270411637,492.2444805015635,0
51244,30.0,Komputer,2,46.256912632446486,Credit Card,Pria,2,1,Menikah,0,10.867362857709193,115.74375627950351,1
51245,20.0,HP,1,77.578458207607,Debit Card,Pria,2,4,Single,0,14.165033673754776,326.7951329757402,0
51246,20.0,Komputer,3,87.21332037888818,Debit Card,Pria,5,2,Single,0,0.5611741790445574,393.9812632467077,0
51247,5.0,HP,1,54.43213702046287,Credit Card,Pria,1,1,Single,1,24.752159364477063,201.3435128859228,1
51248,10.0,Smartphone,1,40.24086870327795,UPI,Pria,5,4,Single,0,13.93810940485665,190.04877482685697,0
51249,30.0,Komputer,2,115.65448466333363,UPI,Pria,4,4,Single,0,0.8798750535044447,124.1382021607524,0
51250,20.0,Komputer,1,115.91614587774323,COD,Pria,2,5,Menikah,0,14.749440117489996,137.56794286723024,0
51251,20.0,HP,2,38.28518232345253,Credit Card,Wanita,2,4,Menikah,0,10.92696895724197,362.6999643393446,1
51252,10.0,Komputer,1,60.15688612561268,Credit Card,Pria,4,3,Cerai,0,0.6009424166602217,302.0842476127804,1
51253,5.0,Komputer,3,116.87707824590258,COD,Wanita,1,1,Menikah,0,23.110718803936827,112.02889099277836,0
51254,5.0,Smartphone,1,5.559866880382871,Credit Card,Wanita,2,1,Single,1,0.2641718018453337,487.8647035011063,1
51255,20.0,Smartphone,3,52.45799856360216,Debit Card,Pria,3,1,Cerai,0,14.446791921945534,362.4183477955221,0
51256,10.0,HP,3,16.55261821331137,Debit Card,Wanita,3,4,Single,0,24.0447686906556,306.18742760640333,1
51257,5.0,Smartphone,1,63.5531660396993,Credit Card,Pria,1,4,Single,0,5.94011242457565,209.08969465056933,0
51258,10.0,HP,3,7.837044772156022,Credit Card,Wanita,4,1,Menikah,0,6.354476856089916,363.23955392300127,1
51259,10.0,HP,1,51.79331960992221,COD,Wanita,5,2,Single,0,0.010578214003809,245.6671451530851,0
51260,10.0,HP,1,30.38039360031354,COD,Wanita,1,2,Menikah,0,1.6587792996995223,380.99766506499583,0
51261,5.0,Komputer,3,66.33046168275519,COD,Pria,5,3,Single,0,1.122210289427203,373.0287681227057,1
51262,20.0,Smartphone,3,119.53926964658046,Debit Card,Wanita,1,5,Cerai,0,20.566407092210635,137.09751804965174,0
51263,10.0,HP,2,97.061652089576,Credit Card,Wanita,3,3,Single,0,20.91843924862297,463.7042833243967,0
51264,10.0,Smartphone,3,102.24884053680846,COD,Wanita,4,1,Menikah,0,18.167502104613067,294.7897006406725,1
51265,10.0,HP,2,78.0554735462943,COD,Pria,3,1,Single,0,8.818625312927303,257.1779755866215,0
51266,10.0,Smartphone,3,9.779382551309734,Debit Card,Wanita,4,1,Menikah,0,20.531361247221056,482.18485745151145,0
51267,10.0,Smartphone,1,28.78173274507657,Debit Card,Pria,5,5,Menikah,1,13.49436300607205,275.28371244448465,1
51268,10.0,HP,3,111.38242399141132,Debit Card,Wanita,1,4,Cerai,0,7.607756911998082,388.4883667612258,0
51269,20.0,Komputer,1,47.10300856180639,Credit Card,Wanita,2,5,Menikah,1,10.93191922785976,362.05459089993445,0
51270,5.0,Smartphone,1,16.91822354529149,COD,Wanita,2,3,Cerai,0,1.6441942458643917,166.05603923322263,1
